강좌번호,이름,중간고사,기말고사,퀴즈,일반과제,웹과제,출석,합산,학점
322,Stud0419,22.5,25,6.6,7,7.8,8,76.9,A0
322,Stud0420,23.5,29,7.4,7,8,8,82.9,A+
322,Stud0421,27.5,18.5,4.6,7,7,8,72.6,B+
322,Stud0422,23.5,20,4.9,6.5,6.8,8,69.7,B+
322,Stud0423,33,25,5.7,7,7.7,8,86.4,A+
322,Stud0424,30,26,5.2,5.3,4.2,7,77.7,A0
322,Stud0425,20,17.5,5.5,7,6.8,8,64.8,B0
322,Stud0426,33.5,23,6.3,7,6.4,8,84.2,A+
322,Stud0427,20,19,4.3,7,4.8,8,63.1,B0
322,Stud0428,27,24.5,5.1,7,7.9,8,79.5,A0
322,Stud0429,22,11.5,3.9,6.8,8,7,59.2,B0
322,Stud0430,23,17,2.8,4.5,3.5,7,57.8,C+
322,Stud0431,19,10.5,0.9,7,7.4,5,49.8,C0
322,Stud0432,35,25,5.4,6.8,6,7,85.2,A+
322,Stud0433,19.5,12,4.7,7,6,8,57.2,C+
323,Stud0434,25.5,9,2.8,7,5.2,6,55.5,C0
323,Stud0435,18,18.5,6.6,7,5.9,8,64,B0
323,Stud0436,16.5,17.5,6.6,7,5.3,7,59.9,C+
323,Stud0437,20,19,5.8,7,6.1,8,65.9,B0
323,Stud0438,21.5,16,5.8,7,7.9,8,66.2,B0
323,Stud0439,24,16,6.7,7,7.8,8,69.5,B0
323,Stud0440,23,21,6.7,7,4.8,8,70.5,B+
323,Stud0441,21.5,2.5,3,7,5.9,5,44.9,D+
323,Stud0442,24.5,11.5,6.3,7,6.7,8,64,B0
323,Stud0443,19,13.5,3.6,7,4.5,5,52.6,C0
323,Stud0444,23.5,25,6.3,7,7.9,6,75.7,A0
323,Stud0445,10.5,4.5,3,4.7,4.2,5,31.9,F
323,Stud0446,18,22,5.9,7,6.9,8,67.8,B0
323,Stud0447,22.5,25,5,7,4.5,8,72,B+
323,Stud0448,29,27,6.2,7,5.6,7,81.8,A0
323,Stud0449,26,12,6.5,7,6.7,8,66.2,B0
323,Stud0450,16,14,3.4,7,6.2,8,54.6,C0
323,Stud0451,15,18,7,7,6.5,8,61.5,C+
323,Stud0452,28.5,11.5,4.6,4.7,5.1,6,60.4,C+
323,Stud0453,18.5,17,6.6,7,7.1,8,64.2,B0
323,Stud0454,12.5,16.5,6.4,7,7,8,57.4,C+
323,Stud0455,19,8,6.5,7,6.8,8,55.3,C0
323,Stud0456,23,27,7.3,7,6.6,8,78.9,A0
323,Stud0457,18,15.5,1.6,0,5.4,4,44.5,D+
323,Stud0458,26,23,6.8,7,7.8,8,78.6,A0
323,Stud0459,31,18,7,7,8,8,79,A0
323,Stud0460,30,8.5,3.9,4.7,6.3,8,61.4,C+
323,Stud0461,22,17.5,6.7,7,6.8,6,66,B0
323,Stud0462,30.5,17.5,6.3,7,5.8,8,75.1,A0
323,Stud0463,19,18,5.1,7,7.4,8,64.5,B0
323,Stud0464,24.5,18,6.1,7,7.5,8,71.1,B+
323,Stud0465,26,19,6.1,7,6.2,6,70.3,B+
323,Stud0466,5,13.5,3.5,7,5.3,7,41.3,F
323,Stud0467,23,12.5,6.1,7,6.9,7,62.5,C+
323,Stud0468,25.5,17.5,6.1,4.7,7.2,8,69,B0
323,Stud0469,26.5,24.5,7.3,7,7.1,8,80.4,A0
323,Stud0470,14,12,7,7,7.4,8,55.4,C0
323,Stud0471,19.5,17.5,5.2,7,4.1,7,60.3,C+
323,Stud0472,19,5,4.6,2.3,5.5,7,43.4,F
323,Stud0473,11,20.5,4.6,7,6.6,8,57.7,C+
323,Stud0474,17,14,3.4,7,8,8,57.4,C+
323,Stud0475,20,4.5,4.4,7,6.7,7,49.6,D+
323,Stud0476,23,12.5,4.3,7,7.9,7,61.7,C+
323,Stud0477,18.5,14,6.5,7,6.9,8,60.9,C+
323,Stud0478,26,27.5,6.4,7,6.6,8,81.5,A0
323,Stud0479,27,24.5,7.4,7,8,8,81.9,A0
323,Stud0480,9.5,21.5,5.2,7,8,6,57.2,C0
323,Stud0481,29,15.5,7.2,7,8,7,73.7,B+
323,Stud0482,26.5,23,6.1,7,7.9,8,78.5,A0
323,Stud0483,20.5,20,6.2,7,7.9,8,69.6,B+
323,Stud0484,30.5,22,7.9,7,7.3,8,82.7,A+
323,Stud0485,26.5,26.5,7.3,7,6.5,8,81.8,A0
323,Stud0486,17,11,5.3,7,7.4,8,55.7,C0
323,Stud0487,17.5,17,7,7,7.3,8,63.8,B0
323,Stud0488,17.5,13.5,4.6,7,6.7,7,56.3,C0
323,Stud0489,15,24,4.8,7,7,7,64.8,B0
323,Stud0490,12.5,9.5,5,7,6.9,8,48.9,D+
323,Stud0491,16,6.5,3.3,7,4.7,8,45.5,D+
323,Stud0492,0,0,0.5,0,2.8,0,3.3,F
323,Stud0493,18,2.5,3.1,4.7,3.3,6,37.6,F
323,Stud0494,22.5,16,4.8,7,7.3,7,64.6,B0
323,Stud0495,26.5,26,6.5,7,7.7,7,80.7,A0
323,Stud0496,12,7,4.6,7,4.9,8,43.5,F
323,Stud0497,16,12.5,5.7,7,6.1,7,54.3,C0
329,Stud0498,16.5,15,4.9,6.5,3.7,8,54.6,C+
329,Stud0499,22.5,9.5,2.5,6.5,3.8,7,51.8,C+
329,Stud0500,29.5,18,6.2,7,5.1,8,73.8,B+
329,Stud0501,20.5,17.5,4.5,6.7,6.4,7,62.6,B0
329,Stud0502,23.5,16.5,3.8,4.7,5.4,6,59.9,B0
329,Stud0503,5,2,2.9,3,1.4,8,22.3,F
329,Stud0504,27,13,6.5,6.8,7.6,8,68.9,B0
329,Stud0505,22,16.5,4.9,6.7,6.2,8,64.3,B0
329,Stud0506,29.5,18,6.7,7,7,8,76.2,B+
329,Stud0507,32,21,7.6,7,7.7,8,83.3,A0
329,Stud0508,24,32.5,7.7,7,7.1,8,86.3,A+
329,Stud0509,28,18.5,6.3,7,7.5,8,75.3,B+
329,Stud0510,20.5,23,6.4,7,7.4,8,72.3,B+
329,Stud0511,25.5,21.5,6.3,7,6.8,8,75.1,B+
329,Stud0512,2.5,8,0.8,3,1.8,7,23.1,F
329,Stud0513,18.5,13.5,2.8,7,0.9,8,50.7,C0
329,Stud0514,0,0,0,1,-1,0,0,F
329,Stud0515,15,18.5,6.5,7,6,8,61,B0
329,Stud0516,18.5,18.5,4.4,6.8,5,6,59.2,C+
329,Stud0517,13,5,3.7,4.7,3.1,8,37.5,D+
329,Stud0518,16,12.5,4.9,5,2.4,8,48.8,C0
329,Stud0519,19,5.5,4.9,7,6.1,8,50.5,C0
329,Stud0520,29.5,19.5,6.7,7,8,8,78.7,A0
329,Stud0521,29.5,22.5,5.9,7,6.9,8,79.8,A0
329,Stud0522,18.5,19.5,5.8,7,7.3,8,66.1,B0
329,Stud0523,8,0,2.6,7,2.5,6,26.1,F
329,Stud0524,22.5,16,4.1,7,5.5,8,63.1,B0
329,Stud0525,30.5,25.5,7.5,7,5.7,8,84.2,A+
329,Stud0526,15.5,11,1.3,4.7,6.9,8,47.4,D+
329,Stud0527,29.5,0,1.8,2.7,2.4,0,36.4,F
329,Stud0528,25,17.5,5.8,7,6.2,8,69.5,B+
431,Stud0529,30.5,23.5,7.3,6.5,8,8,83.8,A0
431,Stud0530,24,23,6.1,3.8,7.8,8,72.7,B+
431,Stud0531,25,21,6.4,4.3,7.3,8,72,B+
431,Stud0532,14.5,12.5,3.4,1,7.4,8,46.8,C0
431,Stud0533,26.5,21.5,6.1,4.8,8,8,74.9,A0
431,Stud0534,18,16.5,2.5,1.3,8,7,53.3,C0
431,Stud0535,27.5,21,5.6,5,7.9,8,75,A0
431,Stud0536,29,29.5,7.4,6.5,6.4,8,86.8,A+
431,Stud0537,13,15,6.6,4.3,7.4,8,54.3,C+
431,Stud0538,13.5,8,2.3,1.5,0,5,30.3,F
431,Stud0539,31.5,21.5,5.1,5.3,8,8,79.4,A0
431,Stud0540,18,20.5,4.5,3.8,5.8,6,58.6,C+
431,Stud0541,22,16,6.6,4,7.2,8,63.8,B0
431,Stud0542,5.5,3.5,4.3,2.3,6.7,8,30.3,F
431,Stud0543,0,0,1,0,4,0,5,F
431,Stud0544,11,0,2.7,1.3,2.9,6,23.9,F
431,Stud0545,25.5,12.5,5.5,5.5,7,8,64,B0
431,Stud0546,23,22,4,3.3,8,8,68.3,B+
431,Stud0547,28.5,23.5,7.4,6.8,8,8,82.2,A0
431,Stud0548,22.5,10,5.4,4.8,7.4,8,58.1,C+
431,Stud0549,25,25,4,2,8,7,71,B+
431,Stud0550,23.5,0,2.5,2.3,5.5,0,33.8,D+
431,Stud0551,17.5,14.5,5.2,3.3,7.8,8,56.3,C+
431,Stud0552,27.5,22.5,7.2,5.5,7.4,8,78.1,A0
431,Stud0553,30.5,17,5.1,3.5,5.5,8,69.6,B+
431,Stud0554,24.5,27,7,6.8,7,8,80.3,A0
431,Stud0555,13.5,13.5,4.8,2.5,1.8,8,44.1,D+
431,Stud0556,30.5,22.5,6.9,6.5,7.7,8,82.1,A0
431,Stud0557,23.5,19,6.9,6.5,6.6,8,70.5,B+
431,Stud0558,19,27.5,4.4,3.8,4.9,7,66.6,B+
431,Stud0559,20,23.5,7.5,6.3,8,8,73.3,B+
431,Stud0560,18.5,16,6.6,4.5,5.5,8,59.1,B0
431,Stud0561,26,15,7.5,5.3,7.7,8,69.5,B+
431,Stud0562,19.5,22,6.4,3.5,5.5,8,64.9,B0
431,Stud0563,30,17,7.2,5.8,5.7,8,73.7,A0
431,Stud0564,20.5,6.5,6.4,4,5.7,7,50.1,C0
431,Stud0565,19,7.5,5.1,2.3,6.3,8,48.2,C0
431,Stud0566,18,10,7.3,3,7.7,8,54,C0
432,Stud0567,18,19,5,7,6.6,8,63.6,B0
432,Stud0568,24,21,4.7,7,7.8,7.5,72,B+
432,Stud0569,20.5,18,4.4,7,5.7,8,63.6,B0
432,Stud0570,20.5,23.5,3.5,7,8,7,69.5,B+
432,Stud0571,22,20,3.2,7,7,6.5,65.7,B0
432,Stud0572,25,26,5.1,7,7.9,7.5,78.5,A0
432,Stud0573,18,19.5,5.5,5.8,8,7.5,64.3,B0
432,Stud0574,31.5,29.5,6.7,7,7.9,8,90.6,A+
432,Stud0575,0,0,0.9,0,0.5,0,1.4,F
432,Stud0576,23,18,5.9,7,6.1,8,68,B+
432,Stud0577,27.5,19.5,5.8,7,7.7,8,75.5,B+
432,Stud0578,25,19.5,5.9,7,7.6,8,73,B+
432,Stud0579,23,19,6.3,7,8,8,71.3,B+
432,Stud0580,26.5,9,6.1,7,6.1,8,62.7,C+
432,Stud0581,20,17.5,4.2,7,6.8,8,63.5,B0
432,Stud0582,9.5,2.5,2.1,5,1.7,5.5,26.3,F
432,Stud0583,16,10.5,4.3,7,6.7,7.5,52,C0
432,Stud0584,24,17.5,5.7,7,6.3,7.5,68,B+
432,Stud0585,32.5,19.5,4.1,6.8,8,6.5,77.4,A0
432,Stud0586,18,10.5,3.1,6.5,3.9,7,49,D+
432,Stud0587,20,24,5.9,7,7.8,8,72.7,B+
432,Stud0588,22,16,6.8,7,7.8,8,67.6,B0
432,Stud0589,11,16.5,5.4,7,8,8,55.9,C0
432,Stud0590,10.5,0,1.8,4.8,4.8,0.5,22.4,F
432,Stud0591,0,24.5,6.1,7,6.2,8,51.8,D+
432,Stud0592,13,20,4.1,7,7.7,7.5,59.3,C+
432,Stud0593,35,32,6.7,7,6.9,8,95.6,A+
432,Stud0594,19.5,0,1.7,6,5,5.5,37.7,F
432,Stud0595,25.5,17.5,5.4,7,6.4,8,69.8,B+
432,Stud0596,13.5,15.5,6,7,6.5,8,56.5,C0
432,Stud0597,16,13.5,4.7,7,3.7,8,52.9,C0
432,Stud0598,16,6.5,4.9,7,6.9,8,49.3,D+
432,Stud0599,15,12.5,5.1,7,5.2,8,52.8,C0
432,Stud0600,27,22,6.9,7,7.6,8,78.5,A0
432,Stud0601,24,21,5.3,6,4.6,7,67.9,B+
432,Stud0602,17,21,7,7,6.9,8,66.9,B0
433,Stud0603,27.5,23.5,6.3,7,8,8,80.3,A0
433,Stud0604,25,16,5,7,8,8,69,B0
433,Stud0605,21,21,5.3,6.6,7.7,8,69.6,B+
433,Stud0606,16.5,6.5,3.1,6.2,4.5,8,44.8,D+
433,Stud0607,24,26,6.3,6.6,8,8,78.9,A0
433,Stud0608,25,20,5.9,6.6,6.6,8,72.1,B+
433,Stud0609,30,19.5,5.5,5.8,6.5,8,75.3,A0
433,Stud0610,17.5,12.5,4.7,6.6,4.7,8,54,C0
433,Stud0611,16.5,16.5,4.3,7,8,8,60.3,C+
433,Stud0612,28,21.5,6,6.6,8,8,78.1,A0
433,Stud0613,21,15,5.9,6.6,6.1,8,62.6,C+
433,Stud0614,10.5,19,4,6.6,6.6,8,54.7,C0
433,Stud0615,21.5,6,5.5,6.6,6.1,8,53.7,C0
433,Stud0616,33.5,24,4.7,6.6,3.6,8,80.4,A+
433,Stud0617,16,8.5,1.1,2.4,4.3,8,40.3,F
433,Stud0618,22.5,14,4.8,6.2,8,8,63.5,B0
433,Stud0619,27,26,5.1,6.6,6.6,8,79.3,A0
433,Stud0620,28,22.5,5.4,5.8,6.7,8,76.4,A0
433,Stud0621,24,16,4.8,6.2,7,8,66,B0
433,Stud0622,19.5,18.5,5.7,6.6,6.9,8,65.2,B0
433,Stud0623,16,11.5,5,6.2,7,8,53.7,C0
433,Stud0624,12.5,12.5,3.8,6.6,6.1,8,49.5,D+
433,Stud0625,24,22,6.1,6.2,7.7,8,74,A0
433,Stud0626,16,0,2.3,3.8,-1,5,26.1,F
433,Stud0627,0,0,0,0,0,5,5,F
433,Stud0628,26.5,23.5,4.5,5.2,5.6,8,73.3,B+
433,Stud0629,27.5,21,6.9,6.6,8,8,78,A0
433,Stud0630,14.5,6,4.1,6.6,3.8,8,43,D+
433,Stud0631,31.5,20.5,6.1,6.6,4.3,8,77,A0
433,Stud0632,21.5,10,5,6.6,5.3,8,56.4,C0
433,Stud0633,21.5,16,5.8,6.6,7.5,8,65.4,B0
433,Stud0634,20.5,14.5,4.1,6.6,7,8,60.7,C+
433,Stud0635,17.5,21.5,6.9,6.6,5.3,8,65.8,B0
433,Stud0636,20,25,5.7,6.6,6.8,8,72.1,B+
433,Stud0637,30,10.5,4.4,6.2,4.9,8,64,B0
433,Stud0638,27,25.5,5.2,7,7.7,8,80.4,A0
433,Stud0639,27,14,6.3,6.6,5.4,8,67.3,B0
434,Stud0640,22,20,4.9,7,8,8,69.9,B+
434,Stud0641,15,22,5.5,7,7.7,8,65.2,B0
434,Stud0642,24,21.5,3.4,7,7.6,8,71.5,B+
434,Stud0643,31.5,27.5,5.2,7,7,8,86.2,A+
434,Stud0644,25,9,3.7,5.7,4.3,8,55.7,C+
434,Stud0645,28.5,22.5,7,7,8,8,81,A0
434,Stud0646,28,24,5.5,7,7.6,8,80.1,A0
434,Stud0647,13.5,14,3.9,6.3,6.9,7,51.6,C0
434,Stud0648,23,15.5,2.8,6.3,7.2,7.8,62.6,C+
434,Stud0649,26,25.5,7,7,8,8,81.5,A0
434,Stud0650,20,15.5,5.7,7,8,8,64.2,B0
434,Stud0651,16.5,19,3.7,7,7.9,7.6,61.7,C+
434,Stud0652,26,25,5,7,6.9,8,77.9,A0
434,Stud0653,18,23.5,4.9,7,8,8,69.4,B+
434,Stud0654,27.5,28.5,5.9,7,7.9,8,84.8,A+
434,Stud0655,19,10.5,2.8,6.3,6.4,8,53,C0
434,Stud0656,31,23,6.4,7,6.4,8,81.8,A0
434,Stud0657,20.5,19.5,4.8,7,8,8,67.8,B+
434,Stud0658,25,15.5,4,7,4.5,8,64,B0
434,Stud0659,13.5,6.5,2.3,7,5.3,8,42.6,F
434,Stud0660,14,13.5,4.9,7,7,8,54.4,C0
434,Stud0661,17.5,5,2.1,5,6.6,6.2,42.4,F
434,Stud0662,21.5,14.5,5.7,7,3.7,8,60.4,C+
434,Stud0663,12,10,5.5,7,5.5,8,48,D+
434,Stud0664,24,13,4.6,7,6.7,8,63.3,B0
434,Stud0665,20,18.5,4.8,6.3,7.3,8,64.9,B0
434,Stud0666,21.5,23,5.6,7,8,8,73.1,B+
434,Stud0667,21,21.5,4.9,7,7.5,8,69.9,B+
434,Stud0668,19,0,2.8,5.7,3.3,6.6,37.4,F
434,Stud0669,28,22,7,7,6.7,8,78.7,A0
434,Stud0670,17.5,7.5,2.4,7,7.2,8,49.6,D+
434,Stud0671,30,12.5,2.9,5.7,4.7,7.8,63.6,B0
434,Stud0672,14,19.5,5.2,7,6.4,8,60.1,C+
434,Stud0673,21.5,17.5,4.7,7,7.3,8,66,B0
435,Stud0674,14,4.5,4.5,6.4,8,4,41.4,D+
435,Stud0675,17,12.5,4,5.1,6.6,8,53.2,C+
435,Stud0676,16.5,19,5.4,5.7,7,8,61.6,B+
435,Stud0677,22.5,21.5,6.4,5.7,7.1,8,71.2,B+
435,Stud0678,22,25.5,5.7,4.5,8,8,73.7,B+
435,Stud0679,24.5,23.5,5.7,4.7,7.9,8,74.3,A0
435,Stud0680,16,10,2.7,0,1.7,1,31.4,F
435,Stud0681,10,26,3.8,3.1,7.9,7,57.8,C+
435,Stud0682,23,22.5,6.2,5.4,8,8,73.1,B+
435,Stud0683,22,16.5,5,3.8,0.9,3,51.2,C+
435,Stud0684,12.5,14.5,5.2,3.7,8,8,51.9,C+
435,Stud0685,20.5,14,3,3.8,5.5,1,47.8,C0
435,Stud0686,21.5,22.5,1.6,1.5,8,4,59.1,B0
435,Stud0687,24,15,3.7,3.2,7.7,5,58.6,B0
435,Stud0688,16.5,8,4.6,6,7.3,7,49.4,C0
435,Stud0689,23.5,23.5,5.2,4.1,7.9,8,72.2,B+
435,Stud0690,19,18,3.9,3.5,6.6,5,56,C+
435,Stud0691,15.5,17.5,4.3,4.4,7.8,8,57.5,C+
435,Stud0692,25,25.5,6.7,7,7.4,8,79.6,A0
435,Stud0693,23.5,12.5,3.8,5.1,6,8,58.9,B0
435,Stud0694,19.5,13.5,4.1,3.8,7.3,5,53.2,C+
435,Stud0695,30.5,29.5,7.2,5.1,7.9,8,88.2,A+
435,Stud0696,24,9.5,3.9,5.4,7.1,7,56.9,C+
435,Stud0697,12,5.5,3.7,3.5,6.5,7,38.2,F
435,Stud0698,21,25,5,3.8,7.6,8,70.4,B+
435,Stud0699,15.5,10.5,2.2,3.8,5.1,5,42.1,D+
435,Stud0700,15.5,8,3,4.5,5,6,42,D+
435,Stud0701,13,10.5,2.7,3.2,7.4,4,40.8,D+
435,Stud0702,14.5,17.5,5.1,2.8,3.8,1,44.7,D+
435,Stud0703,10.5,7.5,5.4,5.4,7.8,8,44.6,D+
435,Stud0704,12.5,5.5,2.6,4.1,6.3,3,34,F
435,Stud0705,19,10.5,2.4,2.5,6.8,3,44.2,D+
435,Stud0706,15,10,3.5,6,6.9,6,47.4,C0
435,Stud0707,18,11.5,4.8,4.5,7.8,8,54.6,C+
435,Stud0708,14.5,6.5,2.9,2.9,4.5,7,38.3,F
435,Stud0709,33,19,6.6,6.4,7.5,8,80.5,A0
435,Stud0710,27,18.5,5.6,5.1,8,6,70.2,B+
435,Stud0711,15.5,25,5.3,5.1,7.7,7,65.6,B+
435,Stud0712,20.5,21.5,4.8,2.5,5.4,5,59.7,B0
435,Stud0713,20,1,3.5,2.5,3.8,7,37.8,F
435,Stud0714,18,11,5.4,3.2,6.2,6,49.8,C0
435,Stud0715,18,4.5,4,1.9,2.9,8,39.3,F
435,Stud0716,25,15.5,4.2,4.8,4.6,5,59.1,B0
435,Stud0717,26.5,10.5,3,2.3,2,4,48.3,C0
435,Stud0718,7,3,0.5,1.3,0.3,1,13.1,F
435,Stud0719,24,23,4.8,2.5,5.4,6,65.7,B+
435,Stud0720,10,18.5,4.2,3.2,5.2,6,47.1,C0
435,Stud0721,18.5,13,3.3,3.8,6.3,6,50.9,C0
435,Stud0722,13,0,3.2,2.2,2.4,1,21.8,F
435,Stud0723,16.5,13.5,5.7,3.8,7,4,50.5,C0
435,Stud0724,18.5,14.5,6.3,4.5,6.6,8,58.4,B0
435,Stud0725,18.5,8,3.9,0.6,5.8,4,40.8,D+
435,Stud0726,17.5,18,3.7,0.6,5.4,6,51.2,C+
435,Stud0727,7.5,4,2.9,2.8,5.4,8,30.6,F
438,Stud0728,5.5,0,4.2,7,5.5,8,30.2,F
438,Stud0729,22.5,18.5,6.5,7,6.2,8,68.7,B+
438,Stud0730,9.5,13.5,5.5,7,4.1,8,47.6,F
438,Stud0731,21.5,22,6.4,7,6.6,8,71.5,B+
438,Stud0732,22.5,16.5,6.4,7,7.6,8,68,B0
438,Stud0733,14.5,14.5,2.5,7,5.5,8,52,C0
438,Stud0734,19,27,5.4,7,6.6,8,73,B+
438,Stud0735,20.5,20,6.3,7,6.7,8,68.5,B0
438,Stud0736,32.5,17,6.9,7,4.8,8,76.2,A0
438,Stud0737,11.5,4.5,5.8,7,5.2,8,42,F
438,Stud0738,25,23.5,6.2,7,7.7,8,77.4,A0
438,Stud0739,11,9.5,6.4,7,8,8,49.9,D+
438,Stud0740,15.5,20.5,5.9,7,4.8,8,61.7,C+
438,Stud0741,15.5,20,4.2,7,7.7,8,62.4,C+
438,Stud0742,17.5,4.5,3.1,2.3,0,8,35.4,F
438,Stud0743,35,29.5,7.5,7,6.5,8,93.5,A+
438,Stud0744,10.5,10.5,3.7,7,6.4,8,46.1,F
438,Stud0745,17.5,10,6,7,7.8,8,56.3,C0
438,Stud0746,16.5,3,1.4,4.7,0,8,33.6,F
438,Stud0747,7,4.5,4.9,7,7.7,8,39.1,F
438,Stud0748,24,27.5,6.9,7,7.6,8,81,A0
438,Stud0749,13,9.5,5.5,7,7.2,8,50.2,D+
438,Stud0750,28.5,16,2.9,7,6.3,8,68.7,B0
438,Stud0751,12.5,14,2.2,7,4,8,47.7,D+
438,Stud0752,22,24,5.5,7,7,8,73.5,B+
438,Stud0753,0,0,0.9,0,1.9,8,10.8,F
439,Stud0754,0,2,1.6,1.2,0.4,6,11.2,F
439,Stud0755,23,8,4.7,6.2,3.7,7,52.6,C0
439,Stud0756,4.5,15,3.8,7,6.1,8,44.4,D+
439,Stud0757,12,0,0.9,0,0.5,0,13.4,F
439,Stud0758,25.5,20.5,6.5,6.4,7,8,73.9,B+
439,Stud0759,7,2.5,0.5,0.2,1.9,2,14.1,F
439,Stud0760,28.5,24,6.7,6.6,7,8,80.8,A0
439,Stud0761,18.5,28,5.2,7,7.6,8,74.3,B+
439,Stud0762,23.5,12.5,6.6,6.4,6.4,6,61.4,B0
439,Stud0763,18.5,17.5,6,4.4,5.5,6,57.9,C+
439,Stud0764,35,28,7.8,7,7.7,8,93.5,A+
439,Stud0765,22.5,14.5,7.6,7,6.2,8,65.8,B+
439,Stud0766,22,18.5,2.8,5.6,6.7,5,60.6,C+
439,Stud0767,35,25,5.2,6.6,7,8,86.8,A+
439,Stud0768,26.5,0,5.8,4,8,4,48.3,D+
439,Stud0769,19.5,23,7.1,3.4,5.7,7,65.7,B0
439,Stud0770,20,2.5,3,4.2,4.3,5,39,F
439,Stud0771,18,6,3.7,4.6,6.2,8,46.5,D+
439,Stud0772,19.5,28,6.7,6.6,7.4,7,75.2,B+
439,Stud0773,23.5,26.5,6.2,6.4,8,8,78.6,A0
439,Stud0774,27,19,6.6,7,8,8,75.6,B+
439,Stud0775,28,26,6.1,6.6,6.8,7,80.5,A0
439,Stud0776,6.5,3.5,3.1,4,4.6,5,26.7,F
439,Stud0777,9,3,2.2,2,1.8,3,21,F
439,Stud0778,25,26.5,7.4,7,5.9,8,79.8,A0
439,Stud0779,22,14.5,5.4,6.8,5.4,8,62.1,B0
541,Stud0780,33.5,20,8,7,7.9,8,84.4,A0
541,Stud0781,17.5,17.5,6.5,6.9,7.4,8,63.8,B0
541,Stud0782,17,17.5,5.3,7,8,8,62.8,C+
541,Stud0783,26,10,4.6,7,6.3,8,61.9,C+
541,Stud0784,28,21.5,6.4,6.9,6.8,8,77.6,A0
541,Stud0785,13,0,2.3,3.5,2.6,0,21.4,F
541,Stud0786,25,21,5.6,6.3,4.9,8,70.8,B+
541,Stud0787,22.5,8,5.7,7,5.8,8,57,C0
541,Stud0788,21,8,3.9,7,5.9,8,53.8,C0
541,Stud0789,31.5,15.5,7.4,7,8,8,77.4,A0
541,Stud0790,24,19,7.5,7,7.8,8,73.3,B+
541,Stud0791,13,24,5,6.8,7.8,8,64.6,B0
541,Stud0792,27,23.5,7.6,7,7.8,8,80.9,A0
541,Stud0793,17,27.5,5.8,6.2,4.3,7,67.8,B+
541,Stud0794,20,8.5,3.1,6.3,4.6,8,50.5,D+
541,Stud0795,24.5,11.5,5.7,7,7.4,8,64.1,B0
541,Stud0796,31.5,24,6.5,6.9,7.1,8,84,A0
541,Stud0797,10.5,0,1.2,2.3,-1,0,13,F
541,Stud0798,29,21,3.1,6.3,6.8,8,74.2,B+
541,Stud0799,23.5,18,7,7,7.8,8,71.3,B+
541,Stud0800,27.5,23,7.6,7,8,8,81.1,A0
541,Stud0801,21,10,6.2,7,7.4,8,59.6,C0
541,Stud0802,27.5,19,7.5,7,7.9,8,76.9,A0
541,Stud0803,23.5,20.5,4,6.4,7.7,8,70.1,B+
541,Stud0804,20.5,11,3.9,6.3,7.7,8,57.4,C0
541,Stud0805,28,18,6.2,6.3,7,8,73.5,B+
541,Stud0806,10,15,6.4,7,7,8,53.4,C0
541,Stud0807,27,22,7.1,6.8,4.6,8,75.5,B+
541,Stud0808,13.5,9.5,3,6.4,1.7,8,42.1,F
541,Stud0809,22,4.5,5.6,6.9,3.8,8,50.8,D+
541,Stud0810,0,0,0,0,0,0,0,F
541,Stud0811,24.5,22.5,6,7,6.8,8,74.8,B+
541,Stud0812,16.5,5.5,4.7,5.1,5,7,43.8,D+
541,Stud0813,19.5,18,5.4,6.9,4.2,8,62,C+
541,Stud0814,22,11.5,6.5,6.9,5.9,8,60.8,C+
541,Stud0815,27,32,7.5,6.9,6.5,8,87.9,A+
541,Stud0816,21,16,4.4,6.3,7.6,8,63.3,C+
542,Stud0817,20,24.5,5.5,7,7.5,8,72.5,B+
542,Stud0818,20,9.5,2,7,6.6,8,53.1,C+
542,Stud0819,17.5,31,5.1,7,7.8,8,76.4,A0
542,Stud0820,0,0,1,5,-0.8,0,5.2,F
542,Stud0821,29.5,29.5,5.6,7,7.5,8,87.1,A+
542,Stud0822,23,11,4.8,7,8,8,61.8,B0
542,Stud0823,20,16,1.8,6.3,5.9,7,57,C+
542,Stud0824,20.5,23.5,4.7,7,7.9,8,71.6,B+
542,Stud0825,24,20.5,3.1,7,7.8,8,70.4,B+
542,Stud0826,27,25.5,2.3,6.3,8,8,77.1,A0
542,Stud0827,32,24,5,7,5.3,8,81.3,A0
542,Stud0828,19,16,2.3,5.7,1.6,7.8,52.4,C0
542,Stud0829,25,13,3.6,6.3,7,8,62.9,B0
542,Stud0830,22,30,6,7,8,8,81,A0
542,Stud0831,20.5,27,1.9,7,7.8,7.8,72,B+
542,Stud0832,10.5,19,2,7,4.6,7.2,50.3,C0
542,Stud0833,28.5,26,4.8,7,7.6,8,81.9,A+
542,Stud0834,26,28,4.5,7,7.5,8,81,A0
542,Stud0835,28.5,21.5,6,7,7.4,8,78.4,A0
542,Stud0836,22,16,1.5,5.7,4.5,7.6,57.3,C+
542,Stud0837,21.5,0,3.4,5.7,4.4,7.6,42.6,F
542,Stud0838,20.5,17.5,4.6,7,5.7,8,63.3,B0
542,Stud0839,35,20,5.9,7,5.8,8,81.7,A0
542,Stud0840,11.5,3.5,1.4,5,-0.1,6.8,28.1,F
542,Stud0841,12,15.5,3.2,5,1.8,8,45.5,C0
542,Stud0842,23.5,20,3.6,7,3.6,8,65.7,B+
